x,y
-3.0,0.09945848366898721
-2.969849246231156,0.037484614965194105
-2.9396984924623117,0.11765052436728812
-2.909547738693467,0.20680335834683813
-2.879396984924623,0.032753285678156385
-2.849246231155779,0.0344742428635713
-2.819095477386935,0.21758116357371887
-2.7889447236180906,0.1382295373983019
-2.758793969849246,0.01642070759480619
-2.728643216080402,0.11956384256722744
-2.698492462311558,0.020965134708192487
-2.6683417085427137,0.02279418559800979
-2.6381909547738696,0.09568670931749482
-2.608040201005025,-0.11764922646928017
-2.577889447236181,-0.096557685310939
-2.5477386934673367,0.022029679444611712
-2.5175879396984926,-0.020629197613893327
-2.4874371859296485,0.11454745517335066
-2.457286432160804,-0.005135308216790063
-2.4271356783919598,-0.05294101026225398
-2.3969849246231156,0.23755676440742113
-2.3668341708542715,0.0711995091860426
-2.3366834170854274,0.10340046767325549
-2.306532663316583,-0.042868797512286075
-2.2763819095477387,0.048216678062617105
-2.2462311557788945,0.1168894662876677
-2.2160804020100504,-0.006063709487171151
-2.1859296482412063,0.1499430193507395
-2.1557788944723617,0.05574908041525124
-2.1256281407035176,0.09018859613552946
-2.0954773869346734,0.062840844326178
-2.0653266331658293,0.31200469272349163
-2.035175879396985,0.12930777804685906
-2.0050251256281406,0.028885819417905884
-1.9748743718592965,0.22103323687397403
-1.9447236180904524,0.020942382884500566
-1.914572864321608,0.16829114048305063
-1.8844221105527639,-0.04405018719030576
-1.8542713567839197,0.02374837770258817
-1.8241206030150754,0.18104560438308123
-1.7939698492462313,0.2401453348450119
-1.763819095477387,0.1885258892643337
-1.7336683417085428,0.16507043331274696
-1.7035175879396987,0.15193167801920981
-1.6733668341708543,0.039762135696562284
-1.6432160804020102,0.12137276814903429
-1.6130653266331658,0.15321195428802703
-1.5829145728643217,0.31108786539743616
-1.5527638190954773,0.2460239976831108
-1.5226130653266332,0.041837109012116624
-1.492462311557789,0.2572267974387059
-1.4623115577889447,0.19319183909457957
-1.4321608040201006,0.17110018080528455
-1.4020100502512562,0.3072694183658583
-1.3718592964824121,0.35673489057602614
-1.341708542713568,0.3545266879444789
